ObjectID,GlobalID,Species name,Specify other.,% cover of,Presence negligible (less than 1%),repeat_text,ParentGlobalID,CreationDate,Creator,EditDate,Editor
365,cff2e9dc-c91f-4ce7-a85f-e39bdb12ee81,,,,,": %, ",6b0e6e70-c81e-4bc0-8c05-01529f5baa14,3/18/2022 4:10:51 PM,CIR_FieldTech1,3/18/2022 4:10:51 PM,CIR_FieldTech1
366,7883cad8-a887-410b-b858-83e28e5a57f4,Dichelostemma_capitatum,,1,,"Dichelostemma_capitatum: %, ",05b006a4-ed98-4a3c-bdc9-9af4b1e5a36c,3/18/2022 5:19:05 PM,CIR_FieldTech1,3/18/2022 5:19:05 PM,CIR_FieldTech1
367,57c828da-472f-4f41-8120-bc28328c2ef7,Castilleja_exserta,,1,,"Castilleja_exserta: 1%, ",05b006a4-ed98-4a3c-bdc9-9af4b1e5a36c,3/18/2022 5:19:05 PM,CIR_FieldTech1,3/18/2022 5:19:05 PM,CIR_FieldTech1
368,2c834a9f-d22a-405a-902d-6953c193d55e,Chlorogalum_pomeridianum,,2,,"Chlorogalum_pomeridianum: %, ",05b006a4-ed98-4a3c-bdc9-9af4b1e5a36c,3/18/2022 5:19:05 PM,CIR_FieldTech1,3/18/2022 5:19:05 PM,CIR_FieldTech1
369,edcffe97-665d-4e03-9395-d0fe3fb4c7d5,Acmispon_wrangelianus,,,yes,"Acmispon_wrangelianus: %, ",05b006a4-ed98-4a3c-bdc9-9af4b1e5a36c,3/18/2022 5:19:05 PM,CIR_FieldTech1,3/18/2022 5:19:05 PM,CIR_FieldTech1
370,0277bc8c-d0ec-4c08-a963-21ba7bee3431,Deinandra_fasciculata,,15,,"Deinandra_fasciculata: %, ",05b006a4-ed98-4a3c-bdc9-9af4b1e5a36c,3/18/2022 5:19:05 PM,CIR_FieldTech1,3/18/2022 5:19:05 PM,CIR_FieldTech1
371,a473b3b3-91be-41bf-9bb2-a5ecd2bacc25,Stipa_pulchra,,21,,"Stipa_pulchra: %, ",05b006a4-ed98-4a3c-bdc9-9af4b1e5a36c,3/18/2022 5:19:05 PM,CIR_FieldTech1,3/18/2022 5:19:05 PM,CIR_FieldTech1
372,9a2cd86a-b203-496d-aeca-81da5986d72a,Bromus_madritensis,,,yes,"Bromus_madritensis: %, ",05b006a4-ed98-4a3c-bdc9-9af4b1e5a36c,3/18/2022 5:19:05 PM,CIR_FieldTech1,3/18/2022 5:19:05 PM,CIR_FieldTech1
373,660b5037-794e-4439-85ce-0664a5fa0f1a,Medicago_polymorpha,,,yes,"Medicago_polymorpha: %, ",05b006a4-ed98-4a3c-bdc9-9af4b1e5a36c,3/18/2022 5:19:05 PM,CIR_FieldTech1,3/18/2022 5:19:05 PM,CIR_FieldTech1
374,a5d65aaf-5b86-4e34-8fdd-02bdb34af28b,Festuca_perennis,,1,,"Festuca_perennis: %, ",05b006a4-ed98-4a3c-bdc9-9af4b1e5a36c,3/18/2022 5:19:05 PM,CIR_FieldTech1,3/18/2022 5:19:05 PM,CIR_FieldTech1
375,a4954ce9-6f06-4122-88eb-fbe1bad6dc94,Hypochaeris_glabra,,,yes,"Hypochaeris_glabra: %, ",05b006a4-ed98-4a3c-bdc9-9af4b1e5a36c,3/18/2022 5:19:05 PM,CIR_FieldTech1,3/18/2022 5:19:05 PM,CIR_FieldTech1
376,44aaa63c-ee6e-4c12-b91c-6de022d180e0,Bromus_diandrus,,25,,"Bromus_diandrus: %, ",05b006a4-ed98-4a3c-bdc9-9af4b1e5a36c,3/18/2022 5:19:05 PM,CIR_FieldTech1,3/18/2022 5:19:05 PM,CIR_FieldTech1
377,b34edf7d-682a-45b2-9fbb-cdbd15b6bd6c,Erodium_botrys,,34,,"Erodium_botrys: %, ",05b006a4-ed98-4a3c-bdc9-9af4b1e5a36c,3/18/2022 5:19:05 PM,CIR_FieldTech1,3/18/2022 5:19:05 PM,CIR_FieldTech1
378,71ec83b8-8a9d-4c22-a163-41758b2c1572,,,,,": %, ",05b006a4-ed98-4a3c-bdc9-9af4b1e5a36c,3/18/2022 5:19:05 PM,CIR_FieldTech1,3/18/2022 5:19:05 PM,CIR_FieldTech1
379,a2620caf-959c-4e6e-8075-7e28c3975247,Lupinus_bicolor,,3,,"Lupinus_bicolor: 3%, ",222bcd72-acbc-4277-86cd-56e54510a276,3/18/2022 7:36:19 PM,CIR_FieldTech1,3/18/2022 7:36:19 PM,CIR_FieldTech1
380,22dd0371-42ca-4015-bf34-92b2ff110e5f,Deinandra_fasciculata,,2,,"Deinandra_fasciculata: 2%, ",222bcd72-acbc-4277-86cd-56e54510a276,3/18/2022 7:36:19 PM,CIR_FieldTech1,3/18/2022 7:36:19 PM,CIR_FieldTech1
381,9a200d5e-08be-4f60-a618-624cfd5f32df,Artemisia_californica,,1,,"Artemisia_californica: 1%, ",222bcd72-acbc-4277-86cd-56e54510a276,3/18/2022 7:36:19 PM,CIR_FieldTech1,3/18/2022 7:36:19 PM,CIR_FieldTech1
382,26b62b6e-8dfb-461a-bdfd-e31598593b8c,Lysimachia_arvensis,,1,,"Lysimachia_arvensis: 1%, ",222bcd72-acbc-4277-86cd-56e54510a276,3/18/2022 7:36:19 PM,CIR_FieldTech1,3/18/2022 7:36:19 PM,CIR_FieldTech1
383,86ade420-1907-4d73-80fa-194ad8508c4c,Silene_gallica,,1,,"Silene_gallica: 1%, ",222bcd72-acbc-4277-86cd-56e54510a276,3/18/2022 7:36:19 PM,CIR_FieldTech1,3/18/2022 7:36:19 PM,CIR_FieldTech1
384,d3c35bda-5b9f-4ba8-a678-dc9e841be1df,Silybum_marianum,,,yes,"Silybum_marianum: %, ",222bcd72-acbc-4277-86cd-56e54510a276,3/18/2022 7:36:19 PM,CIR_FieldTech1,3/18/2022 7:36:19 PM,CIR_FieldTech1
385,730525d5-45d0-45af-9af0-7a6761e76e04,Sonchus_asper,,1,,"Sonchus_asper: 1%, ",222bcd72-acbc-4277-86cd-56e54510a276,3/18/2022 7:36:19 PM,CIR_FieldTech1,3/18/2022 7:36:19 PM,CIR_FieldTech1
386,046c0e52-c663-400b-9e95-6c1f4da7a525,Medicago_polymorpha,,,yes,"Medicago_polymorpha: %, ",222bcd72-acbc-4277-86cd-56e54510a276,3/18/2022 7:36:19 PM,CIR_FieldTech1,3/18/2022 7:36:19 PM,CIR_FieldTech1
387,254a4de9-6b66-46c7-ae0e-fc5266390d41,Hypochaeris_glabra,,,yes,"Hypochaeris_glabra: %, ",222bcd72-acbc-4277-86cd-56e54510a276,3/18/2022 7:36:19 PM,CIR_FieldTech1,3/18/2022 7:36:19 PM,CIR_FieldTech1
388,d20e304c-dc73-4a99-a19a-6b71ffdd80d6,Chenopodium_murale,,5,,"Chenopodium_murale: 5%, ",222bcd72-acbc-4277-86cd-56e54510a276,3/18/2022 7:36:19 PM,CIR_FieldTech1,3/18/2022 7:36:19 PM,CIR_FieldTech1
389,dc2d006d-fb21-4c57-b101-ec47d9d6d439,Lacticu_serriola,,1,,"Lacticu_serriola: 1%, ",222bcd72-acbc-4277-86cd-56e54510a276,3/18/2022 7:36:19 PM,CIR_FieldTech1,3/18/2022 7:36:19 PM,CIR_FieldTech1
390,d5143ab3-868c-4213-ac2b-c0f2607c932a,Festuca_perennis,,,yes,"Festuca_perennis: %, ",222bcd72-acbc-4277-86cd-56e54510a276,3/18/2022 7:36:19 PM,CIR_FieldTech1,3/18/2022 7:36:19 PM,CIR_FieldTech1
391,38c0e729-3797-4254-88a3-3ea075c03f56,Bromus_madritensis,,,yes,"Bromus_madritensis: %, ",222bcd72-acbc-4277-86cd-56e54510a276,3/18/2022 7:36:19 PM,CIR_FieldTech1,3/18/2022 7:36:19 PM,CIR_FieldTech1
392,573e1fb0-8350-4f63-a726-cb8e75b4d0e4,Bromus_diandrus,,35,,"Bromus_diandrus: 35%, ",222bcd72-acbc-4277-86cd-56e54510a276,3/18/2022 7:36:19 PM,CIR_FieldTech1,3/18/2022 7:36:19 PM,CIR_FieldTech1
393,8f520573-f878-4c62-9709-646cd12e1f49,Erodium_botrys,,50,,"Erodium_botrys: 50%, ",222bcd72-acbc-4277-86cd-56e54510a276,3/18/2022 7:36:19 PM,CIR_FieldTech1,3/18/2022 7:36:19 PM,CIR_FieldTech1
394,be5f80ae-a9d1-4f00-a319-f5b5df19a863,Stipa_pulchra,,,yes,"Stipa_pulchra: %, ",222bcd72-acbc-4277-86cd-56e54510a276,3/18/2022 7:36:19 PM,CIR_FieldTech1,3/18/2022 7:36:19 PM,CIR_FieldTech1
395,abef54fb-cf86-44c2-be43-1cf6cb279442,Silene_gallica,,1,,"Silene_gallica: 1%, ",5b4f0502-754c-497e-afd5-b4dc20d06a03,3/18/2022 7:36:51 PM,CIR_FieldTech1,3/18/2022 7:36:51 PM,CIR_FieldTech1
396,796c4797-0e69-41f7-a71d-3568cdbbe2d3,Hypochaeris_glabra,,1,,"Hypochaeris_glabra: 1%, ",5b4f0502-754c-497e-afd5-b4dc20d06a03,3/18/2022 7:36:51 PM,CIR_FieldTech1,3/18/2022 7:36:51 PM,CIR_FieldTech1
397,98e3b3d1-d3a3-4d70-b1b2-36fb9cfb1c92,Festuca_myuros,,,yes,"Festuca_myuros: %, ",5b4f0502-754c-497e-afd5-b4dc20d06a03,3/18/2022 7:36:51 PM,CIR_FieldTech1,3/18/2022 7:36:51 PM,CIR_FieldTech1
398,1f809fc6-6ebd-4560-96f5-4574ce4a7a0f,Avena_barbata_or_fatua,,,yes,"Avena_barbata_or_fatua: %, ",5b4f0502-754c-497e-afd5-b4dc20d06a03,3/18/2022 7:36:51 PM,CIR_FieldTech1,3/18/2022 7:36:51 PM,CIR_FieldTech1
399,0cb7a63e-96d2-40cd-8c4e-2c30c2ec8099,other,Spergula arvensis,2,,"other: 2%, ",5b4f0502-754c-497e-afd5-b4dc20d06a03,3/18/2022 7:36:51 PM,CIR_FieldTech1,3/18/2022 7:36:51 PM,CIR_FieldTech1
400,fb0bfb79-1275-45a4-a358-1ac8652345d1,other,Urospermum picroides,,yes,"other: %, ",5b4f0502-754c-497e-afd5-b4dc20d06a03,3/18/2022 7:36:51 PM,CIR_FieldTech1,3/18/2022 7:36:51 PM,CIR_FieldTech1
401,96cf676f-db60-4ac3-a2ad-348a6d5fc55b,other,Unknown sp. see photo attached ,1,,"other: 1%, ",5b4f0502-754c-497e-afd5-b4dc20d06a03,3/18/2022 7:36:51 PM,CIR_FieldTech1,3/18/2022 7:36:51 PM,CIR_FieldTech1
402,133165e7-3088-4bb5-9320-b0b5592bbd5b,Lupinus_bicolor,,2,,"Lupinus_bicolor: 2%, ",5b4f0502-754c-497e-afd5-b4dc20d06a03,3/18/2022 7:36:51 PM,CIR_FieldTech1,3/18/2022 7:36:51 PM,CIR_FieldTech1
403,a8d200c2-25e7-43f7-936e-094caf24df33,Deinandra_fasciculata,,3,,"Deinandra_fasciculata: 3%, ",5b4f0502-754c-497e-afd5-b4dc20d06a03,3/18/2022 7:36:51 PM,CIR_FieldTech1,3/18/2022 7:36:51 PM,CIR_FieldTech1
404,50ad61ce-8483-4646-b800-2600d7a2f744,Stipa_pulchra,,2,,"Stipa_pulchra: 2%, ",5b4f0502-754c-497e-afd5-b4dc20d06a03,3/18/2022 7:36:51 PM,CIR_FieldTech1,3/18/2022 7:36:51 PM,CIR_FieldTech1
405,3224291a-18db-44f9-8fd0-6327bc1f270e,Dichelostemma_capitatum,,1,,"Dichelostemma_capitatum: 1%, ",5b4f0502-754c-497e-afd5-b4dc20d06a03,3/18/2022 7:36:51 PM,CIR_FieldTech1,3/18/2022 7:36:51 PM,CIR_FieldTech1
406,8ef72c96-2e06-4f1d-8554-fb3001a8ebd3,Croton_setigerus,,,yes,"Croton_setigerus: %, ",5b4f0502-754c-497e-afd5-b4dc20d06a03,3/18/2022 7:36:51 PM,CIR_FieldTech1,3/18/2022 7:36:51 PM,CIR_FieldTech1
407,8465839a-6063-4556-91aa-821275d95e94,,,,,": %, ",5b4f0502-754c-497e-afd5-b4dc20d06a03,3/18/2022 7:36:51 PM,CIR_FieldTech1,3/18/2022 7:36:51 PM,CIR_FieldTech1
408,c414b681-d361-4d6f-b500-c060bb8849ae,Sonchus_asper,,,yes,"Sonchus_asper: %, ",5b4f0502-754c-497e-afd5-b4dc20d06a03,3/18/2022 7:36:51 PM,CIR_FieldTech1,3/18/2022 7:36:51 PM,CIR_FieldTech1
409,8aa4e30e-d771-4993-bc9c-cc2d9f539d7d,,,,,": %, ",5b4f0502-754c-497e-afd5-b4dc20d06a03,3/18/2022 7:36:51 PM,CIR_FieldTech1,3/18/2022 7:36:51 PM,CIR_FieldTech1
410,9d88925c-3ffd-4fa2-a325-f04408e8407e,Bromus_diandrus,,5,,"Bromus_diandrus: 5%, ",5b4f0502-754c-497e-afd5-b4dc20d06a03,3/18/2022 7:36:51 PM,CIR_FieldTech1,3/18/2022 7:36:51 PM,CIR_FieldTech1
411,0a20173f-0f14-4b67-b854-2db77a3fd2e9,Erodium_botrys,,82,,"Erodium_botrys: 82%, ",5b4f0502-754c-497e-afd5-b4dc20d06a03,3/18/2022 7:36:51 PM,CIR_FieldTech1,3/18/2022 7:36:51 PM,CIR_FieldTech1
412,551eb07d-84dc-4348-b912-3678f5babca3,Amsinckia_intermedia,,2,,"Amsinckia_intermedia: %, ",5b814409-40f3-4182-b6b8-377ae20077e6,3/18/2022 8:38:34 PM,CIR_FieldTech1,3/18/2022 8:38:34 PM,CIR_FieldTech1
413,8c814f4e-798b-4c58-82a7-31a6da41a7e6,Brassica_nigra,,3,,"Brassica_nigra: %, ",5b814409-40f3-4182-b6b8-377ae20077e6,3/18/2022 8:38:34 PM,CIR_FieldTech1,3/18/2022 8:38:34 PM,CIR_FieldTech1
414,0376e920-d4dd-4472-a639-16adb02d90ef,Erodium_botrys,,45,,"Erodium_botrys: %, ",5b814409-40f3-4182-b6b8-377ae20077e6,3/18/2022 8:38:34 PM,CIR_FieldTech1,3/18/2022 8:38:34 PM,CIR_FieldTech1
415,f1ae86fc-77ac-4dd5-be85-b8fffc4919a7,Bromus_diandrus,,50,,"Bromus_diandrus: %, ",5b814409-40f3-4182-b6b8-377ae20077e6,3/18/2022 8:38:34 PM,CIR_FieldTech1,3/18/2022 8:38:34 PM,CIR_FieldTech1
416,08b73302-db31-404e-bd93-8f8a33722e61,,,,,": %, ",5b814409-40f3-4182-b6b8-377ae20077e6,3/18/2022 8:38:34 PM,CIR_FieldTech1,3/18/2022 8:38:34 PM,CIR_FieldTech1
417,d7fcd55b-ef10-4716-8413-545e624d19a4,Dichelostemma_capitatum,,,yes,"Dichelostemma_capitatum: %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
418,ca8d4ed9-8e0a-4ce0-a6b4-0f60ae36b60a,Lupinus_bicolor,,1,,"Lupinus_bicolor: %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
419,c009111c-6aa1-4857-b015-09bab7111b9c,Ambrosia_psilostachya,,2,,"Ambrosia_psilostachya: %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
420,bcd20d09-0f10-4ff4-bfbd-ea01f95f94a3,,,,,": %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
421,f8b05d53-21e9-4b67-a6d6-289a644ae9b4,other,Lepidium didymum,1,,"other: %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
422,598190ff-40a1-44ef-8cac-0a951e337915,Artemisia_californica,,1,,"Artemisia_californica: %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
423,17104d49-028a-4d0b-9f8f-809907e05604,Vicia_sativa,,,yes,"Vicia_sativa: %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
424,3804b2e4-24aa-4b2b-90a5-6052beaeafe5,Sonchus_asper,,,yes,"Sonchus_asper: %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
425,a9a931b5-5076-472a-90c0-9870ec171c32,Medicago_polymorpha,,,yes,"Medicago_polymorpha: %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
426,b3361f5f-bbf7-4640-b2d4-762d08d12cd5,Festuca_myuros,,,yes,"Festuca_myuros: %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
427,0cb58afe-b80f-4523-883f-cc9b4d66ab32,Bromus_madritensis,,1,,"Bromus_madritensis: %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
428,edafa8e8-100f-4646-a2c0-733a4556ab68,Festuca_perennis,,,yes,"Festuca_perennis: %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
429,11261fe7-2e9a-4c27-82f3-804a5cb8c1c4,Deinandra_fasciculata,,3,,"Deinandra_fasciculata: %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
430,4f3a3217-b0d0-4dca-add9-b4d32af998a5,Bromus_diandrus,,40,,"Bromus_diandrus: %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
431,11ac25df-e7c6-4e0c-aaaf-18f923018ac2,Stipa_pulchra,,51,,"Stipa_pulchra: %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
432,3070a3fb-fc8f-4116-8b85-97333ceb5b10,Bromus_hordeaceus,,,yes,"Bromus_hordeaceus: %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
433,6ba752f3-d80d-483c-bc3b-5963c4d2b7aa,Silybum_marianum,,,yes,"Silybum_marianum: %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
434,372313ce-9db5-45fd-adbd-a938c4d03e7b,Centaurea_melitensis,,,yes,"Centaurea_melitensis: %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
435,58162506-d657-4c19-8691-c15f922bb15e,,,,,": %, ",86d575b6-c8a0-4da2-bc9f-86d648a548e2,3/18/2022 9:41:58 PM,CIR_FieldTech1,3/18/2022 9:41:58 PM,CIR_FieldTech1
436,d3fd6157-367d-4524-8c0f-f7d330ce182f,Hordeum_marinum,,15,,"Hordeum_marinum: 15%, ",6878eabe-071d-45d0-b312-fce875b92785,3/18/2022 9:57:15 PM,CIR_FieldTech1,3/18/2022 9:57:15 PM,CIR_FieldTech1
437,4f275263-c184-453b-aa07-588c75e3ef50,Hypochaeris_glabra,,,yes,"Hypochaeris_glabra: %, ",6878eabe-071d-45d0-b312-fce875b92785,3/18/2022 9:57:15 PM,CIR_FieldTech1,3/18/2022 9:57:15 PM,CIR_FieldTech1
438,75609ed7-2f5a-444e-a082-99cd6914d605,other,Logfia filaginoides,,yes,"other: %, ",6878eabe-071d-45d0-b312-fce875b92785,3/18/2022 9:57:15 PM,CIR_FieldTech1,3/18/2022 9:57:15 PM,CIR_FieldTech1
439,0d9e585a-7f10-46cb-9871-5c3dfd67f08f,Erodium_botrys,,3,,"Erodium_botrys: 3%, ",6878eabe-071d-45d0-b312-fce875b92785,3/18/2022 9:57:15 PM,CIR_FieldTech1,3/18/2022 9:57:15 PM,CIR_FieldTech1
440,e0a7e147-3a95-40b2-99a1-42d08efa0d0a,Silene_gallica,,,yes,"Silene_gallica: %, ",6878eabe-071d-45d0-b312-fce875b92785,3/18/2022 9:57:15 PM,CIR_FieldTech1,3/18/2022 9:57:15 PM,CIR_FieldTech1
441,76d06bc1-8f36-4b7f-b8cc-b5360875e1b2,other,Lepidium didymum,,yes,"other: %, ",6878eabe-071d-45d0-b312-fce875b92785,3/18/2022 9:57:15 PM,CIR_FieldTech1,3/18/2022 9:57:15 PM,CIR_FieldTech1
442,e6e92e1d-a295-4428-9fb8-a5b3e6549743,Lupinus_bicolor,,,yes,"Lupinus_bicolor: %, ",6878eabe-071d-45d0-b312-fce875b92785,3/18/2022 9:57:15 PM,CIR_FieldTech1,3/18/2022 9:57:15 PM,CIR_FieldTech1
443,0cbceb75-4de5-4ee6-a467-bb307293061b,Bromus_diandrus,,82,,"Bromus_diandrus: %, ",6878eabe-071d-45d0-b312-fce875b92785,3/18/2022 9:57:15 PM,CIR_FieldTech1,3/18/2022 9:57:15 PM,CIR_FieldTech1
444,fe217f62-17f5-4f6e-aa80-92d4104fb183,Bromus_hordeaceus,,,yes,"Bromus_hordeaceus: %, ",6878eabe-071d-45d0-b312-fce875b92785,3/18/2022 9:57:15 PM,CIR_FieldTech1,3/18/2022 9:57:15 PM,CIR_FieldTech1
445,b11fbed3-cf5b-4f60-8aba-653339c96006,,,,,": %, ",6878eabe-071d-45d0-b312-fce875b92785,3/18/2022 9:57:15 PM,CIR_FieldTech1,3/18/2022 9:57:15 PM,CIR_FieldTech1
446,3d8186b4-bca4-4e26-9fdb-81d2f713c99c,Brassica_nigra,,1,,"Brassica_nigra: 1%, ",ee914702-e0ff-4e9f-b68f-02aec0e138a1,3/22/2022 5:56:27 PM,CIR_FieldTech1,3/22/2022 5:56:27 PM,CIR_FieldTech1
447,e3fbffd3-7072-4588-bc2f-a65e1ca4439c,Avena_barbata_or_fatua,,5,,"Avena_barbata_or_fatua: 5%, ",ee914702-e0ff-4e9f-b68f-02aec0e138a1,3/22/2022 5:56:27 PM,CIR_FieldTech1,3/22/2022 5:56:27 PM,CIR_FieldTech1
448,4ffec074-4988-408f-989b-ae714f251932,Bromus_diandrus,,94,,"Bromus_diandrus: 94%, ",ee914702-e0ff-4e9f-b68f-02aec0e138a1,3/22/2022 5:56:27 PM,CIR_FieldTech1,3/22/2022 5:56:27 PM,CIR_FieldTech1
449,1617f88f-3b3d-4522-b3a8-a948f5c0891a,,,,,": %, ",ee914702-e0ff-4e9f-b68f-02aec0e138a1,3/22/2022 5:56:27 PM,CIR_FieldTech1,3/22/2022 5:56:27 PM,CIR_FieldTech1
450,a2ee3fce-48cd-4bce-bb3d-5bcd26821702,Festuca_perennis,,,yes,"Festuca_perennis: %, ",feedf933-98cc-4663-a8be-0fd49e6448ee,3/22/2022 6:45:40 PM,CIR_FieldTech1,3/22/2022 6:45:40 PM,CIR_FieldTech1
451,9a05fa6f-7ab0-4652-a4d4-ad35e395a444,Sonchus_asper,,,yes,"Sonchus_asper: %, ",feedf933-98cc-4663-a8be-0fd49e6448ee,3/22/2022 6:45:40 PM,CIR_FieldTech1,3/22/2022 6:45:40 PM,CIR_FieldTech1
452,c41c39ea-6702-49cd-a55f-e5e3b68f1394,Brassica_nigra,,3,,"Brassica_nigra: 3%, ",feedf933-98cc-4663-a8be-0fd49e6448ee,3/22/2022 6:45:40 PM,CIR_FieldTech1,3/22/2022 6:45:40 PM,CIR_FieldTech1
453,463e1d78-750c-4dbd-a1d4-330f6508b324,Silene_gallica,,,yes,"Silene_gallica: %, ",feedf933-98cc-4663-a8be-0fd49e6448ee,3/22/2022 6:45:40 PM,CIR_FieldTech1,3/22/2022 6:45:40 PM,CIR_FieldTech1
454,00939ad1-4f5b-44ec-8db7-d30e307ef305,Medicago_polymorpha,,,yes,"Medicago_polymorpha: %, ",feedf933-98cc-4663-a8be-0fd49e6448ee,3/22/2022 6:45:40 PM,CIR_FieldTech1,3/22/2022 6:45:40 PM,CIR_FieldTech1
455,2386935e-65d1-493d-9efe-112c46de677c,Erodium_botrys,,20,,"Erodium_botrys: 20%, ",feedf933-98cc-4663-a8be-0fd49e6448ee,3/22/2022 6:45:40 PM,CIR_FieldTech1,3/22/2022 6:45:40 PM,CIR_FieldTech1
456,d1018a6a-412a-4391-8423-e7d6366d8a2c,Erodium_cicutarium,,7,,"Erodium_cicutarium: 7%, ",feedf933-98cc-4663-a8be-0fd49e6448ee,3/22/2022 6:45:40 PM,CIR_FieldTech1,3/22/2022 6:45:40 PM,CIR_FieldTech1
457,ce5e9e43-bf14-4f34-a182-95192438cd52,Avena_barbata_or_fatua,,40,,"Avena_barbata_or_fatua: 40%, ",feedf933-98cc-4663-a8be-0fd49e6448ee,3/22/2022 6:45:40 PM,CIR_FieldTech1,3/22/2022 6:45:40 PM,CIR_FieldTech1
458,26d0d9e6-7c80-4b2b-b0c3-6e92d1123994,Bromus_diandrus,,30,,"Bromus_diandrus: 30%, ",feedf933-98cc-4663-a8be-0fd49e6448ee,3/22/2022 6:45:40 PM,CIR_FieldTech1,3/22/2022 6:45:40 PM,CIR_FieldTech1
459,abb0e320-ece5-44ba-aec2-b11f4e9645bf,,,,,": %, ",feedf933-98cc-4663-a8be-0fd49e6448ee,3/22/2022 6:45:40 PM,CIR_FieldTech1,3/22/2022 6:45:40 PM,CIR_FieldTech1
460,edb9b2d4-5591-4d1f-8cc1-d13ca5a9bd92,,,,,": %, ",feedf933-98cc-4663-a8be-0fd49e6448ee,3/22/2022 6:45:40 PM,CIR_FieldTech1,3/22/2022 6:45:40 PM,CIR_FieldTech1
461,dc273738-d57a-426b-ab3a-f500ef692aff,Stipa_pulchra,,1,,"Stipa_pulchra: 1%, ",ed76a116-a6a2-4835-907c-1e606d5c26cc,3/22/2022 7:02:44 PM,CIR_FieldTech1,3/22/2022 7:02:44 PM,CIR_FieldTech1
462,ac9eeba7-0f30-4989-accf-9d43650f7426,Atriplex_semibaccata,,2,,"Atriplex_semibaccata: 2%, ",ed76a116-a6a2-4835-907c-1e606d5c26cc,3/22/2022 7:02:44 PM,CIR_FieldTech1,3/22/2022 7:02:44 PM,CIR_FieldTech1
463,9efb9864-1fe5-4215-9de0-72967182198c,Festuca_perennis,,,yes,"Festuca_perennis: %, ",ed76a116-a6a2-4835-907c-1e606d5c26cc,3/22/2022 7:02:44 PM,CIR_FieldTech1,3/22/2022 7:02:44 PM,CIR_FieldTech1
464,3b0451e3-2634-408d-8e5d-ab589b3d2073,Bromus_madritensis,,,yes,"Bromus_madritensis: %, ",ed76a116-a6a2-4835-907c-1e606d5c26cc,3/22/2022 7:02:44 PM,CIR_FieldTech1,3/22/2022 7:02:44 PM,CIR_FieldTech1
